IFDM - Índice Firjan de Desenvolvimento Municipal (NOVO)
Sigla;Código;Município;2019;2020;2021;2022;2023;
PE;2601409;Barreiros;0,4862;0,4429;0,4572;0,4838;0,5511;
PE;2601508;Belém de Maria;0,4558;0,4712;0,4303;0,5226;0,5102;
PE;2601607;Belém de São Francisco;0,4328;0,4439;0,4924;0,4795;0,5526;
PE;2601706;Belo Jardim;0,4895;0,488;0,4925;0,5191;0,5616;
PE;2601805;Betânia;0,4219;0,4636;0,4737;0,4865;0,5146;
PE;2601904;Bezerros;0,5776;0,5702;0,5741;0,5971;0,6081;
PE;2602001;Bodocó;0,4018;0,3922;0,3989;0,4324;0,4272;
PE;2602100;Bom Conselho;0,4237;0,4242;0,445;0,4652;0,4893;
PE;2602209;Bom Jardim;0,4673;0,4537;0,4836;0,514;0,5447;
PE;2602308;Bonito;0,5139;0,4893;0,4819;0,5443;0,5386;
PE;2602407;Brejão;0,4683;0,4651;0,4707;0,5322;0,5396;
PE;2602506;Brejinho;0,5199;0,5258;0,5023;0,611;0,556;
PE;2602605;Brejo da Madre de Deus;0,4244;0,4565;0,4463;0,472;0,4721;
PE;2602704;Buenos Aires;0,4854;0,4862;0,4728;0,492;0,529;
PE;2602803;Buíque;0,3691;0,3876;0,4053;0,4337;0,4464;
PE;2602902;Cabo de Santo Agostinho;0,5938;0,5593;0,5868;0,6092;0,6382;
PE;2603009;Cabrobó;0,498;0,4793;0,4722;0,5353;0,5056;
PE;2603108;Cachoeirinha;0,4364;0,4402;0,4597;0,4942;0,4954;
PE;2603207;Caetés;0,4157;0,4024;0,4188;0,4677;0,4497;
PE;2603306;Calçado;0,4564;0,4877;0,4791;0,4642;0,4677;
PE;2603405;Calumbi;0,4078;0,4014;0,4318;0,5204;0,5402;
PE;2603454;Camaragibe;0,4843;0,4732;0,5084;0,5158;0,549;
PE;2603504;Camocim de São Félix;0,4812;0,4548;0,4734;0,4949;0,5261;
PE;2603603;Camutanga;0,5424;0,5756;0,5851;0,6527;0,6669;
PE;2603702;Canhotinho;0,4161;0,4404;0,4601;0,4906;0,4969;
PE;2603801;Capoeiras;0,4264;0,4658;0,4465;0,4301;0,4917;
PE;2603900;Carnaíba;0,508;0,5028;0,5135;0,6134;0,6365;
PE;2603926;Carnaubeira da Penha;0,2827;0,3138;0,3086;0,3598;0,3726;
PE;2604007;Carpina;0,5795;0,5565;0,5732;0,5901;0,6395;
PE;2604106;Caruaru;0,6173;0,6203;0,625;0,644;0,6637;
PE;2604155;Casinhas;0,4696;0,4827;0,4458;0,5463;0,5715;
PE;2604205;Catende;0,4005;0,3905;0,4062;0,4056;0,4461;
PE;2604304;Cedro;0,4371;0,4698;0,434;0,4347;0,4839;
PE;2604403;Chã de Alegria;0,3841;0,4403;0,4539;0,4279;0,4834;
PE;2604502;Chã Grande;0,3985;0,4271;0,4173;0,485;0,4938;
PE;2604601;Condado;0,4677;0,4688;0,4759;0,5277;0,5353;
PE;2604700;Correntes;0,3681;0,3701;0,3818;0,4701;0,4721;
PE;2604809;Cortês;0,4736;0,4817;0,5007;0,5647;0,517;
PE;2604908;Cumaru;0,4291;0,4248;0,4709;0,5038;0,518;
PE;2605004;Cupira;0,4877;0,4872;0,512;0,5367;0,5925;
PE;2605103;Custódia;0,5029;0,5121;0,5235;0,5671;0,5723;
PE;2605152;Dormentes;0,5236;0,5205;0,5126;0,5486;0,5519;
PE;2605202;Escada;0,4663;0,4749;0,4999;0,5231;0,5245;
PE;2605301;Exu;0,4223;0,4301;0,444;0,4401;0,4914;
PE;2605400;Feira Nova;0,463;0,4915;0,5104;0,4994;0,5778;
PE;2605459;Fernando de Noronha;0,8066;0,7961;0,8182;0,808;0,8202;
PE;2605509;Ferreiros;0,4528;0,4581;0,5099;0,5181;0,5598;
PE;2605608;Flores;0,4388;0,4749;0,4608;0,4682;0,5961;
PE;2605707;Floresta;0,4679;0,5045;0,4666;0,4918;0,5376;
PE;2605806;Frei Miguelinho;0,4114;0,4282;0,4349;0,4236;0,4471;
PE;2605905;Gameleira;0,4059;0,4003;0,4154;0,4403;0,463;
PE;2606002;Garanhuns;0,534;0,5533;0,575;0,6019;0,6051;
PE;2606101;Glória do Goitá;0,4324;0,4525;0,5001;0,4925;0,5398;
PE;2606200;Goiana;0,5937;0,5783;0,6109;0,6338;0,6495;
PE;2606309;Granito;0,4857;0,4431;0,4511;0,4471;0,5613;
PE;2606408;Gravatá;0,4809;0,4924;0,5003;0,537;0,5464;
PE;2606507;Iati;0,3974;0,4068;0,4002;0,4375;0,4436;
PE;2606606;Ibimirim;0,3841;0,4125;0,4172;0,4418;0,42;
PE;2606705;Ibirajuba;0,4398;0,4408;0,4842;0,4937;0,4648;
PE;2606804;Igarassu;0,5598;0,5157;0,5388;0,5641;0,6122;
PE;2606903;Iguaraci;0,409;0,4822;0,4954;0,476;0,4772;
PE;2607000;Inajá;0,3388;0,428;0,4206;0,4202;0,4352;
PE;2607109;Ingazeira;0,4605;0,4661;0,4478;0,5153;0,5414;
PE;2607208;Ipojuca;0,626;0,6178;0,6348;0,654;0,6753;
PE;2607307;Ipubi;0,4035;0,4313;0,4381;0,4404;0,5111;
PE;2607406;Itacuruba;0,5304;0,5173;0,4981;0,5629;0,4673;
PE;2607505;Itaíba;0,3911;0,3959;0,4009;0,4573;0,4577;
PE;2607604;Itamaracá;0,4486;0,4174;0,4284;0,4355;0,4382;
PE;2607653;Itambé;0,513;0,4997;0,524;0,5488;0,5794;
PE;2607703;Itapetim;0,4815;0,5212;0,5328;0,4995;0,5248;
PE;2607752;Itapissuma;0,5792;0,5585;0,5575;0,5801;0,5826;
PE;2607802;Itaquitinga;0,3948;0,4071;0,4035;0,4654;0,495;
PE;2607901;Jaboatão dos Guararapes;0,538;0,5196;0,538;0,5555;0,579;
PE;2607950;Jaqueira;0,3979;0,4557;0,4526;0,4397;0,4598;
PE;2608008;Jataúba;0,4328;0,4342;0,4577;0,4595;0,4943;
PE;2608057;Jatobá;0,5125;0,4848;0,4757;0,4982;0,5356;
PE;2608107;João Alfredo;0,5029;0,5004;0,5091;0,5542;0,5231;
PE;2608206;Joaquim Nabuco;0,45;0,3955;0,4303;0,4637;0,4937;
PE;2608255;Jucati;0,4723;0,4593;0,4967;0,448;0,5301;
PE;2608305;Jupi;0,5195;0,5123;0,5165;0,5451;0,5243;
PE;2608404;Jurema;0,4433;0,4505;0,4114;0,4398;0,5019;
PE;2608453;Lagoa do Carro;0,4916;0,5203;0,5343;0,502;0,5353;
PE;2608503;Lagoa do Itaenga;0,5496;0,5623;0,5573;0,6115;0,6195;
PE;2608602;Lagoa do Ouro;0,4643;0,4459;0,4679;0,4925;0,5067;
PE;2608701;Lagoa dos Gatos;0,3685;0,4168;0,4566;0,4117;0,4519;
PE;2608750;Lagoa Grande;0,5296;0,5052;0,4871;0,5593;0,6239;
PE;2608800;Lajedo;0,5084;0,4868;0,4955;0,511;0,5258;
PE;2608909;Limoeiro;0,5696;0,5674;0,5596;0,6204;0,6478;
PE;2609006;Macaparana;0,5022;0,5499;0,5249;0,5608;0,5914;
PE;2609105;Machados;0,4849;0,5199;0,4777;0,5555;0,5996;
PE;2609154;Manari;0,3679;0,3569;0,4071;0,4346;0,4556;
PE;2609204;Maraial;0,3878;0,3547;0,3816;0,43;0,3945;
PE;2609303;Mirandiba;0,4167;0,4215;0,3987;0,4323;0,4933;
PE;2609402;Moreno;0,4792;0,4588;0,4726;0,5327;0,5401;
PE;2609501;Nazaré da Mata;0,5877;0,5485;0,5913;0,5925;0,6334;
PE;2609600;Olinda;0,5363;0,531;0,5475;0,5721;0,583;
PE;2609709;Orobó;0,5202;0,5289;0,5275;0,5773;0,5812;
PE;2609808;Orocó;0,4184;0,3981;0,4226;0,4181;0,5065;
PE;2609907;Ouricuri;0,3992;0,4151;0,4317;0,4378;0,4717;
PE;2610004;Palmares;0,5115;0,514;0,5224;0,5581;0,611;
PE;2610103;Palmeirina;0,4053;0,4131;0,3818;0,4314;0,4711;
PE;2610202;Panelas;0,4562;0,4701;0,4977;0,495;0,5396;
PE;2610301;Paranatama;0,4312;0,4123;0,4401;0,4594;0,4427;
PE;2610400;Parnamirim;0,4594;0,4495;0,4339;0,5145;0,538;
PE;2610509;Passira;0,482;0,4663;0,4983;0,5061;0,5174;
PE;2610608;Paudalho;0,4868;0,4874;0,493;0,5121;0,5517;
PE;2610707;Paulista;0,5072;0,474;0,5108;0,5233;0,5306;
PE;2610806;Pedra;0,401;0,4072;0,4152;0,4092;0,4362;
PE;2610905;Pesqueira;0,4746;0,4704;0,4766;0,4992;0,5273;
PE;2611002;Petrolândia;0,4766;0,4702;0,4902;0,5177;0,5166;
PE;2611101;Petrolina;0,6416;0,6583;0,6653;0,6841;0,7175;
PE;2611200;Poção;0,4446;0,4572;0,4584;0,4945;0,5196;
PE;2611309;Pombos;0,4701;0,4328;0,4752;0,5107;0,5245;
PE;2611408;Primavera;0,6097;0,538;0,5794;0,6125;0,6609;
PE;2611507;Quipapá;0,4283;0,4003;0,3959;0,4369;0,4696;
PE;2611533;Quixaba;0,4696;0,465;0,5136;0,5386;0,5598;
PE;2611606;Recife;0,6711;0,6704;0,6804;0,6905;0,7088;
PE;2611705;Riacho das Almas;0,4649;0,3904;0,4562;0,4723;0,517;
PE;2611804;Ribeirão;0,4599;0,4625;0,4676;0,505;0,5406;
PE;2611903;Rio Formoso;0,5593;0,5507;0,6208;0,5835;0,6165;
PE;2612000;Sairé;0,5519;0,5129;0,475;0,4941;0,5766;
PE;2612109;Salgadinho;0,5003;0,5109;0,5075;0,5556;0,5856;
PE;2612208;Salgueiro;0,5463;0,56;0,5466;0,6;0,6176;
PE;2612307;Saloá;0,4752;0,4604;0,4968;0,5015;0,505;
PE;2612406;Sanharó;0,4332;0,4293;0,4778;0,4945;0,5493;
PE;2612455;Santa Cruz;0,3755;0,4537;0,3993;0,4263;0,476;
PE;2612471;Santa Cruz da Baixa Verde;0,4529;0,4989;0,4376;0,492;0,5361;
PE;2612505;Santa Cruz do Capibaribe;0,5413;0,5304;0,5282;0,5677;0,5887;
PE;2612554;Santa Filomena;0,3807;0,3727;0,3564;0,4299;0,4627;
PE;2612604;Santa Maria da Boa Vista;0,3936;0,4377;0,4008;0,42;0,4567;
PE;2612703;Santa Maria do Cambucá;0,3939;0,4214;0,437;0,4324;0,4761;
PE;2612802;Santa Terezinha;0,4912;0,4868;0,513;0,5315;0,5532;
PE;2612901;São Benedito do Sul;0,4039;0,4442;0,4419;0,4666;0,5204;
PE;2613008;São Bento do Una;0,4465;0,4857;0,4686;0,491;0,5329;
PE;2613107;São Caitano;0,4447;0,4414;0,4573;0,4729;0,488;
PE;2613206;São João;0,4457;0,4362;0,4373;0,4747;0,4557;
PE;2613305;São Joaquim do Monte;0,4793;0,4198;0,4204;0,4677;0,4803;
PE;2613404;São José da Coroa Grande;0,4546;0,4118;0,4783;0,4888;0,5643;
PE;2613503;São José do Belmonte;0,426;0,4985;0,4746;0,5295;0,5585;
PE;2613602;São José do Egito;0,5607;0,5729;0,5485;0,5898;0,6029;
PE;2613701;São Lourenço da Mata;0,4654;0,4265;0,4289;0,4809;0,5238;
PE;2613800;São Vicente Ferrer;0,4701;0,4816;0,4672;0,5176;0,5008;
PE;2613909;Serra Talhada;0,5151;0,5447;0,5486;0,5606;0,5873;
PE;2614006;Serrita;0,4538;0,4813;0,4635;0,4657;0,5093;
PE;2614105;Sertânia;0,4767;0,5031;0,4639;0,426;0,4734;
PE;2614204;Sirinhaém;0,5051;0,4769;0,518;0,5383;0,6218;
PE;2614303;Moreilândia;0,381;0,4692;0,4483;0,4726;0,458;
PE;2614402;Solidão;0,4463;0,4832;0,5298;0,4713;0,5638;
PE;2614501;Surubim;0,4962;0,4999;0,5155;0,5435;0,578;
PE;2614600;Tabira;0,4751;0,4822;0,5109;0,5469;0,6044;
PE;2614709;Tacaimbó;0,4003;0,429;0,4418;0,4274;0,513;
PE;2614808;Tacaratu;0,4052;0,4046;0,4363;0,4122;0,4335;
PE;2614857;Tamandaré;0,5089;0,4708;0,5004;0,5123;0,5503;
PE;2615003;Taquaritinga do Norte;0,4897;0,5042;0,5039;0,537;0,5582;
PE;2615102;Terezinha;0,4283;0,4512;0,4571;0,5053;0,4946;
PE;2615201;Terra Nova;0,4823;0,4515;0,4474;0,5164;0,5382;
PE;2615300;Timbaúba;0,5587;0,5681;0,573;0,654;0,6455;
PE;2615409;Toritama;0,4724;0,4373;0,484;0,4966;0,5513;
PE;2615508;Tracunhaém;0,4684;0,4785;0,4715;0,5252;0,5251;
PE;2615607;Trindade;0,4207;0,4206;0,4447;0,4472;0,5114;
PE;2615706;Triunfo;0,5255;0,5252;0,5194;0,5697;0,5774;
PE;2615805;Tupanatinga;0,3666;0,3719;0,3933;0,4307;0,4572;
PE;2615904;Tuparetama;0,4363;0,4871;0,484;0,5277;0,5353;
PE;2616001;Venturosa;0,475;0,4502;0,4514;0,5122;0,5307;
PE;2616100;Verdejante;0,4688;0,4784;0,4364;0,4779;0,4816;
PE;2616183;Vertente do Lério;0,5015;0,5279;0,5226;0,5003;0,5772;
PE;2616209;Vertentes;0,3901;0,4278;0,4062;0,4567;0,4877;
PE;2616308;Vicência;0,5486;0,5529;0,5495;0,5814;0,5741;
PE;2616407;Vitória de Santo Antão;0,4732;0,494;0,5299;0,5535;0,5973;
PE;2616506;Xexéu;0,4908;0,4454;0,4356;0,5337;0,5514;
PE;2699919;Muribeca;;;;;;
PE;2699929;Nossa Senhora do Ó de Goyanna;;;;;;
PE;2699939;Cimbres;;;;;;
PI;2200053;Acauã;0,3954;0,3133;0,3598;0,4069;0,4747;
PI;2200103;Agricolândia;0,416;0,4213;0,4018;0,4098;0,53;
PI;2200202;Água Branca;0,5074;0,5327;0,4964;0,5602;0,593;
PI;2200251;Alagoinha do Piauí;0,3721;0,3303;0,309;0,3497;0,4494;
PI;2200277;Alegrete do Piauí;0,4699;0,3729;0,4528;0,4967;0,5593;
PI;2200301;Alto Longá;0,4409;0,4334;0,5101;0,5063;0,4768;
PI;2200400;Altos;0,3961;0,4288;0,4351;0,505;0,5297;
PI;2200459;Alvorada do Gurguéia;0,3555;0,3909;0,3873;0,4132;0,4923;
PI;2200509;Amarante;0,3704;0,398;0,4064;0,4099;0,4746;
PI;2200608;Angical do Piauí;0,5003;0,4828;0,4635;0,4747;0,4678;
PI;2200707;Anísio de Abreu;0,3858;0,3629;0,3786;0,4929;0,5103;
PI;2200806;Antônio Almeida;0,4554;0,4736;0,4747;0,555;0,5846;
PI;2200905;Aroazes;0,4139;0,4725;0,4434;0,4958;0,5008;
PI;2200954;Aroeiras de Itaim;0,3314;0,3688;0,3632;0,4435;0,4474;
PI;2201002;Arraial;0,3966;0,3128;0,4118;0,444;0,5245;
PI;2201051;Assunção do Piauí;0,3062;0,3533;0,4058;0,3531;0,4405;
PI;2201101;Avelino Lopes;0,3308;0,2858;0,3188;0,4069;0,4515;
PI;2201150;Baixa Grande do Ribeiro;0,5383;0,5271;0,5799;0,6147;0,6842;
PI;2201176;Barra D'Alcântara;0,4676;0,3727;0,3808;0,4097;0,4482;
PI;2201200;Barras;0,413;0,413;0,4667;0,4999;0,5471;
PI;2201309;Barreiras do Piauí;0,3268;0,3225;0,3599;0,4383;0,3914;
PI;2201408;Barro Duro;0,4534;0,3905;0,4964;0,5326;0,5124;
PI;2201507;Batalha;0,2691;0,2983;0,3632;0,3647;0,4485;
PI;2201556;Bela Vista do Piauí;0,4016;0,3955;0,4245;0,4565;0,5528;
PI;2201572;Belém do Piauí;0,4566;0,4829;0,4423;0,5842;0,5287;
PI;2201606;Beneditinos;0,4591;0,4481;0,4617;0,509;0,5299;
PI;2201705;Bertolínia;0,3544;0,3478;0,3942;0,4681;0,5108;
PI;2201739;Betânia do Piauí;0,3794;0,3622;0,3293;0,3629;0,4795;
PI;2201770;Boa Hora;0,4079;0,4026;0,4708;0,4293;0,4294;
PI;2201804;Bocaina;0,4472;0,3694;0,4223;0,4503;0,4406;
PI;2201903;Bom Jesus;0,4991;0,5239;0,5367;0,5931;0,6177;
PI;2201919;Bom Princípio do Piauí;0,3212;0,2888;0,348;0,3317;0,4569;
PI;2201929;Bonfim do Piauí;0,2819;0,2139;0,3068;0,3882;0,411;
PI;2201945;Boqueirão do Piauí;0,3371;0,3398;0,415;0,4465;0,515;
PI;2201960;Brasileira;0,4614;0,4552;0,482;0,5097;0,5463;
PI;2201988;Brejo do Piauí;0,28;0,314;0,3787;0,4723;0,4555;
PI;2202000;Buriti dos Lopes;0,4089;0,3617;0,4405;0,478;0,5648;
PI;2202026;Buriti dos Montes;0,4998;0,4476;0,4146;0,5167;0,5955;
PI;2202059;Cabeceiras do Piauí;0,4352;0,4191;0,4538;0,438;0,5821;
PI;2202075;Cajazeiras do Piauí;0,4095;0,4443;0,3736;0,5089;0,5078;
PI;2202083;Cajueiro da Praia;0,4153;0,3679;0,4558;0,514;0,5662;
PI;2202091;Caldeirão Grande do Piauí;0,4763;0,4398;0,4532;0,4961;0,5189;
PI;2202109;Campinas do Piauí;0,3322;0,2875;0,3645;0,3981;0,482;
PI;2202117;Campo Alegre do Fidalgo;0,3822;0,341;0,3654;0,4186;0,4866;
PI;2202133;Campo Grande do Piauí;0,482;0,3694;0,417;0,4376;0,4826;
PI;2202174;Campo Largo do Piauí;0,3483;0,3988;0,3663;0,4371;0,4642;
PI;2202208;Campo Maior;0,5013;0,4697;0,5065;0,605;0,6167;
PI;2202251;Canavieira;0,3085;0,3441;0,3797;0,4252;0,4526;
PI;2202307;Canto do Buriti;0,3539;0,3285;0,4033;0,4561;0,4812;
PI;2202406;Capitão de Campos;0,4454;0,4588;0,4689;0,5548;0,553;
PI;2202455;Capitão Gervásio Oliveira;0,3504;0,3688;0,4718;0,5223;0,581;
PI;2202505;Caracol;0,3117;0,3358;0,3704;0,3813;0,4221;
PI;2202539;Caraúbas do Piauí;0,3673;0,388;0,3997;0,417;0,4003;
PI;2202554;Caridade do Piauí;0,4184;0,4186;0,384;0,4767;0,5427;
PI;2202604;Castelo do Piauí;0,3982;0,4295;0,4735;0,4587;0,5295;
PI;2202653;Caxingó;0,3991;0,302;0,3734;0,3779;0,4404;
PI;2202703;Cocal;0,3632;0,3954;0,4255;0,443;0,4831;
PI;2202711;Cocal de Telha;0,4313;0,4314;0,4858;0,5241;0,579;
PI;2202729;Cocal dos Alves;0,4503;0,4155;0,4144;0,5047;0,4808;
PI;2202737;Coivaras;0,4693;0,4332;0,4241;0,4793;0,5094;
PI;2202752;Colônia do Gurguéia;0,4499;0,3619;0,3803;0,4474;0,4902;
PI;2202778;Colônia do Piauí;0,3436;0,4276;0,4441;0,4361;0,5425;
PI;2202802;Conceição do Canindé;0,3717;0,3487;0,3888;0,4172;0,4888;
PI;2202851;Coronel José Dias;0,4324;0,3752;0,4458;0,4002;0,4231;
PI;2202901;Corrente;0,372;0,3796;0,4012;0,4615;0,4697;
PI;2203008;Cristalândia do Piauí;0,3178;0,2893;0,3357;0,378;0,4821;
PI;2203107;Cristino Castro;0,3163;0,3212;0,3294;0,4184;0,4396;
PI;2203206;Curimatá;0,2911;0,3797;0,4207;0,394;0,4644;
PI;2203230;Currais;0,2741;0,3519;0,3749;0,4992;0,5285;
PI;2203255;Curralinhos;0,3619;0,286;0,3708;0,4382;0,4693;
PI;2203271;Curral Novo do Piauí;0,3416;0,3279;0,3091;0,3276;0,4361;
PI;2203305;Demerval Lobão;0,4709;0,434;0,4827;0,5179;0,5584;
PI;2203354;Dirceu Arcoverde;0,3457;0,3197;0,3136;0,3808;0,4585;
PI;2203404;Dom Expedito Lopes;0,4422;0,4255;0,44;0,4468;0,4891;
PI;2203420;Domingos Mourão;0,4927;0,4323;0,4952;0,4673;0,5791;
PI;2203453;Dom Inocêncio;0,3117;0,3701;0,4622;0,4964;0,4965;
PI;2203503;Elesbão Veloso;0,4097;0,3842;0,3891;0,4053;0,5472;
PI;2203602;Eliseu Martins;0,3715;0,3832;0,4224;0,4808;0,4801;
PI;2203701;Esperantina;0,3772;0,3878;0,4424;0,4875;0,5633;
PI;2203750;Fartura do Piauí;0,3396;0,289;0,3404;0,3773;0,4057;
PI;2203800;Flores do Piauí;0,3512;0,332;0,3469;0,4618;0,4696;
PI;2203859;Floresta do Piauí;0,3641;0,4279;0,4405;0,4549;0,5379;
PI;2203909;Floriano;0,5297;0,5055;0,5539;0,6018;0,6471;
PI;2204006;Francinópolis;0,4212;0,4221;0,4586;0,5428;0,5578;
PI;2204105;Francisco Ayres;0,3733;0,3342;0,3956;0,5123;0,5411;
PI;2204154;Francisco Macedo;0,4563;0,4302;0,4589;0,5078;0,5189;
PI;2204204;Francisco Santos;0,3946;0,4382;0,4057;0,4201;0,5001;
PI;2204303;Fronteiras;0,4115;0,4098;0,456;0,5248;0,5408;
PI;2204352;Geminiano;0,3465;0,3387;0,3544;0,3208;0,4573;
PI;2204402;Gilbués;0,2788;0,3262;0,3581;0,39;0,4391;
PI;2204501;Guadalupe;0,4101;0,4022;0,4484;0,4659;0,5095;
PI;2204550;Guaribas;0,3592;0,3534;0,4087;0,3831;0,4577;
PI;2204600;Hugo Napoleão;0,4641;0,4439;0,5169;0,5013;0,4752;
PI;2204659;Ilha Grande;0,3477;0,3288;0,3422;0,3539;0,4385;
PI;2204709;Inhuma;0,4455;0,4338;0,4301;0,4127;0,4926;
PI;2204808;Ipiranga do Piauí;0,3984;0,3818;0,3867;0,4751;0,5817;
PI;2204907;Isaías Coelho;0,3971;0,4203;0,4449;0,4582;0,4998;
PI;2205003;Itainópolis;0,3745;0,3307;0,3891;0,4402;0,4622;
PI;2205102;Itaueira;0,3284;0,2895;0,3587;0,3612;0,4699;
PI;2205151;Jacobina do Piauí;0,4827;0,3805;0,4821;0,4864;0,5183;
PI;2205201;Jaicós;0,2891;0,3172;0,3018;0,3491;0,4158;
PI;2205250;Jardim do Mulato;0,2561;0,3342;0,3282;0,384;0,3763;
PI;2205276;Jatobá do Piauí;0,3902;0,4361;0,46;0,478;0,5075;
PI;2205300;Jerumenha;0,3478;0,3944;0,3692;0,4751;0,4628;
PI;2205359;João Costa;0,4009;0,3666;0,4134;0,429;0,3823;
PI;2205409;Joaquim Pires;0,4033;0,3591;0,3995;0,4081;0,5082;
PI;2205458;Joca Marques;0,3376;0,2894;0,3134;0,4273;0,449;
PI;2205508;José de Freitas;0,4033;0,4014;0,3904;0,4267;0,4832;
PI;2205516;Juazeiro do Piauí;0,4351;0,5041;0,5202;0,544;0,5442;
PI;2205524;Júlio Borges;0,3092;0,3664;0,403;0,3874;0,4493;
PI;2205532;Jurema;0,3168;0,3267;0,3274;0,3988;0,4125;
PI;2205540;Lagoinha do Piauí;0,4753;0,4265;0,3905;0,4414;0,4728;
PI;2205557;Lagoa Alegre;0,3653;0,3741;0,4053;0,4428;0,4895;
PI;2205565;Lagoa do Barro do Piauí;0,5104;0,4686;0,5021;0,5166;0,5306;
PI;2205573;Lagoa de São Francisco;0,4086;0,3776;0,3823;0,4301;0,5186;
PI;2205581;Lagoa do Piauí;0,3803;0,3827;0,4308;0,3752;0,4308;
PI;2205599;Lagoa do Sítio;0,2959;0,3154;0,3446;0,3398;0,4449;
PI;2205607;Landri Sales;0,4447;0,4485;0,5546;0,4881;0,5574;
PI;2205706;Luís Correia;0,3577;0,3401;0,3879;0,4262;0,4523;
PI;2205805;Luzilândia;0,2524;0,2864;0,3842;0,4229;0,417;
PI;2205854;Madeiro;0,422;0,3919;0,4607;0,4782;0,4994;
PI;2205904;Manoel Emídio;0,467;0,4181;0,4634;0,5387;0,5745;
PI;2205953;Marcolândia;0,4852;0,4846;0,4453;0,4915;0,5788;
PI;2206001;Marcos Parente;0,4631;0,3942;0,4373;0,5026;0,5626;
PI;2206050;Massapê do Piauí;0,3441;0,304;0,301;0,4045;0,457;
PI;2206100;Matias Olímpio;0,403;0,3962;0,4234;0,4095;0,4492;
PI;2206209;Miguel Alves;0,2966;0,2704;0,3053;0,3242;0,4227;
PI;2206308;Miguel Leão;0,4571;0,5464;0,4977;0,5359;0,5986;
PI;2206357;Milton Brandão;0,3027;0,2544;0,2794;0,3015;0,4322;
PI;2206407;Monsenhor Gil;0,4324;0,4251;0,444;0,432;0,4927;
PI;2206506;Monsenhor Hipólito;0,3398;0,2868;0,3848;0,4237;0,4329;
PI;2206605;Monte Alegre do Piauí;0,3448;0,3702;0,4066;0,4056;0,4837;
PI;2206654;Morro Cabeça no Tempo;0,3309;0,3006;0,3467;0,4327;0,4896;
PI;2206670;Morro do Chapéu do Piauí;0,3788;0,3935;0,4455;0,4612;0,4658;
PI;2206696;Murici dos Portelas;0,3144;0,3898;0,4006;0,4092;0,4374;
PI;2206704;Nazaré do Piauí;0,433;0,4501;0,4353;0,4844;0,4784;
PI;2206720;Nazária;;;;;;
PI;2206753;Nossa Senhora de Nazaré;0,3284;0,3825;0,3513;0,4432;0,5187;
PI;2206803;Nossa Senhora dos Remédios;0,3364;0,2986;0,3114;0,37;0,4268;
PI;2206902;Novo Oriente do Piauí;0,4041;0,3088;0,3257;0,3668;0,4827;
PI;2206951;Novo Santo Antônio;0,4392;0,4464;0,4391;0,4288;0,5249;
PI;2207009;Oeiras;0,4955;0,5047;0,5173;0,5737;0,6081;
PI;2207108;Olho D'Água do Piauí;0,3929;0,4511;0,4512;0,525;0,528;
PI;2207207;Padre Marcos;0,4045;0,4441;0,5002;0,4989;0,5515;
PI;2207306;Paes Landim;0,3212;0,3186;0,4031;0,3879;0,4616;
PI;2207355;Pajeú do Piauí;0,4848;0,4558;0,5097;0,6432;0,6771;
PI;2207405;Palmeira do Piauí;0,25;0,3348;0,2917;0,3017;0,5353;
PI;2207504;Palmeirais;0,3609;0,3636;0,3339;0,3886;0,4598;
PI;2207553;Paquetá;0,3039;0,3312;0,3555;0,3854;0,4367;
PI;2207603;Parnaguá;0,2515;0,2185;0,2279;0,3131;0,3794;
PI;2207702;Parnaíba;0,4429;0,4422;0,4818;0,4946;0,5949;
PI;2207751;Passagem Franca do Piauí;0,3753;0,4087;0,3746;0,4347;0,5085;
PI;2207777;Patos do Piauí;0,4053;0,3278;0,3673;0,3891;0,4466;
PI;2207793;Pau D'Arco do Piauí;0,3521;0,3193;0,4391;0,419;0,4768;
PI;2207801;Paulistana;0,4045;0,3789;0,3912;0,4185;0,4629;
PI;2207850;Pavussu;0,3046;0,3015;0,3218;0,3564;0,5367;
PI;2207900;Pedro II;0,3744;0,3882;0,3883;0,4348;0,4945;
PI;2207934;Pedro Laurentino;0,4393;0,399;0,4335;0,4047;0,5199;
PI;2207959;Nova Santa Rita;0,3609;0,3595;0,353;0,3744;0,5136;
PI;2208007;Picos;0,5426;0,5301;0,5408;0,5729;0,5974;
PI;2208106;Pimenteiras;0,3252;0,3311;0,3497;0,3505;0,4353;
PI;2208205;Pio IX;0,456;0,3944;0,4729;0,4602;0,4734;
PI;2208304;Piracuruca;0,4851;0,4844;0,5323;0,5383;0,5712;
PI;2208403;Piripiri;0,5222;0,5409;0,5248;0,5848;0,659;
PI;2208502;Porto;0,3348;0,3813;0,3947;0,4567;0,5405;
PI;2208551;Porto Alegre do Piauí;0,396;0,4068;0,3338;0,3969;0,5738;
PI;2208601;Prata do Piauí;0,4873;0,3763;0,4226;0,5117;0,5592;
PI;2208650;Queimada Nova;0,3671;0,3509;0,4698;0,4919;0,5848;
PI;2208700;Redenção do Gurguéia;0,2755;0,2906;0,3514;0,3737;0,4552;
PI;2208809;Regeneração;0,3679;0,3526;0,3439;0,4508;0,3936;
PI;2208858;Riacho Frio;0,2713;0,2559;0,2474;0,3254;0,4394;
PI;2208874;Ribeira do Piauí;0,3922;0,3331;0,4129;0,4776;0,4785;
